state,location,notices,workers,reason
MI,"Dearborn Heights, Detroit, Ecorse, Ferndale, Flint, Highland Park, Livonia, Royal Oak, Southfield, Walled Lake, Warren, Whitmore Lake",1,424,12 distinct places named
MD,"1 Hunter Douglas Dr. SE Cumberland, MD 21502",2,421,no matching place
NY,"Westbury, Massapequa & Islandia",1,421,3 distinct places named
MA,"Leominster, Webster & Worcester, MA, Central",4,420,2 distinct places named
OH,Cleveland and Brooklyn,1,420,2 distinct places named
OH,Toledo of WIA-Rapid,1,420,no matching place
IL,"ONE CERTIFIED DRIVE HODGKINS, IL 60525",1,415,no matching place
OH,Cinicnnati,1,414,no matching place
GA,Metro Atlanta,2,413,no matching place
IL,"Multiple Will County sites Will County, IL 60423",1,413,no matching place
MD,Statewide,1,413,no matching place
NJ,Charlotte,1,413,no matching place
MI,Waterford,3,410,no matching place
TX,Bon Wier,1,409,no matching place
AZ,Salinas,1,407,no matching place
FL,32830,2,407,no place name in the string
CO,Western,4,403,no matching place
CA,Hacienda,1,402,no matching place
IL,"1222 W Grand Ave 150 S. Wyckles Rd Decatur, IL 62522-1412",1,402,no matching place
IL,"650 Liberty Ave IL Statewide COVID furloughs Union, NJ 07083",1,402,no matching place
OR,"Nashville, TN",1,402,no matching place
WA,"Everett, Tukwila, Tacoma, Bellevue, Seattle",1,401,5 distinct places named
GA,Newman,1,400,no matching place
IL,"601 Guardian Drive Urbana, IL 61802",1,400,no place name in the string
IL,"P O BOX 6700 ROCK ISLAND IL RT 67 & KNOXVILLE ROAD MILAN, IL 61264",1,400,no matching place
IL,"PO BOX 700 SALEM, IL 62881",1,400,no matching place
MI,"Saranac, Michigan and Lake Odessa, Michigan",1,400,2 distinct places named
NC,R o b b i n s v ille,1,400,no matching place
NJ,Kentucky,1,400,no matching place
NJ,scranton,1,400,no matching place
SD,Sioux Falls /Garretson,1,400,2 distinct places named
IL,"1505 E Main St Urbana, IL 61802-2834",2,396,no place name in the string
MD,"Maryland House Travel Plaza, I-95, JFK Memorial Highway, Mile Markers 82, Aberdeen, MD & Chesapeake House Travel Plaza, I-95, JFK Memorial Highway, Mile Marker 96.5, North East, MD",1,396,2 distinct places named
IL,"28 Gateway Commerce Center Dr W Edwardsville, IL 62025-2894",1,393,no matching place
CO,Denver DIA,8,391,no matching place
IL,"2525 BUSSE ROAD ELK GROVE VILLGE, IL 60007",1,390,no matching place
NJ,San Diego,1,390,no matching place
IL,"425 EAST ALGONQUIN ROAD ARLINGTON HGTS, IL 60005",1,389,no matching place
GA,Little Rock,1,387,no matching place
IL,"801 N Dearborn St 4TH FL Chicago, IL 60610-3316",1,387,no matching place
IL,"11601 WEST TOUHY CHICAGO, IL 60666",1,385,no matching place
IL,"ROUTE 13 SHAWNEETOWN, IL 62984",1,385,no matching place
NJ,Haskell,2,385,no matching place
NJ,"Somers Point, Edgewater Park, North Cape May, Toms River, Clifton, Brickton, South Plainfield, West Deptford, Sicklerville, Middletown, Dover, Barnegat, Cape May Court House, Lumberton, Millville, Hamilton",1,385,10 distinct places named
NJ,New York,4,384,no matching place
VA,"Charlottesville, Harrisonburg, Waynesboro, Lynchburg & Danville VA",1,384,5 distinct places named
OH,Middleburg Hts,1,382,no matching place
IL,"Multiple Cook County sites Chicago, IL 60608",1,380,no matching place
IL,"4750 HIAWATHA DRIVE AND 2433 FREMONT STREET ROCKFORD, IL 61103-1298",1,377,no matching place
LA,"138 Highway 3217 LaPlace, LA 70068",1,376,no matching place
NC,6792 Corporation Pkwy Battleboro NC 27809,1,376,no matching place
GA,Suwannee,3,375,no matching place
VA,Central VA,1,375,no matching place
IL,"1325 Ensell Rd. 1122 Rose Rd. Lake Zurich, IL 60047",1,374,no matching place
CA,Santa Clarity,1,373,no matching place
CA,EL TORO,5,372,no matching place
IL,"2622 NORTH PULASKI CHICAGO, IL 60639",1,372,no matching place
NC,2101 Singleton Ind. Raleigh,1,371,no matching place
WI,"Deforest, Franklin, Green Bay, Janesville, Kenosha, Onalaska, Rothschild, Waukesha, West Baraboo",1,371,9 distinct places named
IL,"INGERSOL MILLING MACHINE CO 707 FULTON AVENUE ROCKFORD, IL 61103",1,370,no matching place
LA,"Shintech Project 26270 Hwy 405 Plaquemine, LA 70764",2,370,no matching place
MA,"Watertown, Boston",3,370,2 distinct places named
CA,Huntington,15,369,no matching place
AL,Statewide,3,367,no matching place
IL,"215 NORTH VINE HARRISBURG, IL 62946",1,367,no matching place
IL,"111 N STATE CHICAGO, IL 60602",3,366,no matching place
IN,"Valparaiso, Franklin and Hanover",1,365,2 distinct places named
MA,Boston & Somerville,1,364,2 distinct places named
NJ,Statewide,4,363,no matching place
IL,"12350 S. Avenue O Chicago, IL 60633",1,362,no matching place
MD,"1020A Airport 100 Way Hanover, MD 21076",1,362,no matching place
VA,Oakwood VA,3,362,no matching place
MD,"7401 Coca Cola Drive, Hanover, MD 20176",1,361,no matching place
CO,Pikes Peak (Colo Springs),2,360,no matching place
GA,New Castle,1,360,no matching place
IL,"2400 SOUTH WABASH CENTRALIA, IL 62801",1,360,no matching place
IL,"P O BOX 516 MCS100-1172 ST LOUIS, MO 63166-0516",1,360,no matching place
MI,"Novi, Michigan; Southfield, Michigan; and Taylor, Michigan",1,360,3 distinct places named
SC,Columbia/Greer,1,359,2 distinct places named
VA,Cheseapeake VA,2,359,no matching place
GA,Breman,1,358,no matching place
OH,Bureau of WIA-Rapid,1,356,no matching place
OH,Various/Various,4,355,no matching place
IL,"600 W Cermak 3B Chicago, IL 60637",1,354,no matching place
NC,511 Cleveland Street 511 Cleveland Street Durham NC 27702,1,353,no matching place
NM,Espanola,1,353,no matching place
IL,"1501 W. Shure Dr. Fl 2 Arlington Hts., IL 60004",1,351,no matching place
OH,Fairfield (Butler),3,351,2 distinct places named
CA,"Fremont, Pleasanton",1,350,2 distinct places named
IL,"27th and Pershing Decatur, IL 62526",1,350,no matching place
IL,"LAKE SHORE DRIVE AT 23RD ST CHICAGO, IL 60616",1,350,no matching place
MD,"Oriole Park at Camden Yards 555 Russell Street Suite B Baltimore, MD 21230",1,350,no matching place
OR,"Tukwila, WA",1,350,no matching place
LA,"Jacks Casino & Hotel 711 DiamondJacks Blvd. Bossier City, LA 71111",1,349,no matching place
MD,"Towson University 8000 York Road Baltimore, MD 21252",1,349,no matching place
IL,"19731 Route 20 W East Dubuque, IL 61025",1,348,no matching place
NC,1682 Middle River Loop Fayetteville,1,348,no matching place
TX,Alleyton,3,348,no matching place
IL,"420 Industrial Ave. 1200 W. Niccum Ave. Effingham, IL 62401-2834",1,345,no matching place
IL,"7777 North Caldwell Niles, IL 60714",1,345,no matching place
NJ,Various locations throughout NJ,3,345,no matching place
LA,"950 Interstate 10W Westlake, LA 70669",1,344,no matching place
NM,New Mexico,1,344,no matching place
VA,Sweet Briar VA,1,344,no matching place
IL,"ROUTE 3 BLDG 102 GRANITE CITY, IL 62040-1801",3,343,no matching place
CA,"Cupertino, Palo Alto, San Bruno",1,342,3 distinct places named
IL,"1201 South Main Jacksonville, IL 62650",1,341,no matching place
IL,"1625 EAST BROADWAY ALTON, IL 62002",1,338,no matching place
KY,"Jefferson, Bullitt, Shelby",2,338,no matching place
NY,College Point,4,338,no matching place
NC,2201 Firestone Pkwy NE Wilson,1,337,no matching place
LA,"150 Louisiana Highway 21 Madisonville, LA 70447",1,336,no matching place
AL,Chapman,2,335,no matching place
CA,KORBEL,3,335,no matching place
IL,"200 East Touhy Des Plaines, IL 60018",1,335,no matching place
NV,"Re, Ye, Fe, To, Wa, Ly, Ny",1,335,no matching place
WA,"Westport, Port Angeles, Seattle",1,335,3 distinct places named
IL,"10000 W O'Hare Ave Terminal 2 Ramp Level F12 Chicago, IL 60666",1,332,no matching place
LA,"2650 Louisiana Ave.bldg 4386 Fort Polk, LA 71459",1,332,no matching place
IL,"3357 S. Justine other Chicago sites, Elgin, Blue Island, Joliet Chicago, IL 60608",1,330,2 distinct places named
IL,"27268 US Highway 6 Princeton, IL 61356-8959",1,329,no matching place
IL,"350 E DEVON ITASCA, IL 60143",1,329,no matching place
ID,Boise Eagle Boise Nampa Caldwell Meridian,1,328,no matching place
IL,"11456 LICATA RD, BOX 40 BENTON, IL 62812-0659",2,327,no matching place
IL,"1525 EAST PHILLIPS SPRINGFIELD, IL 62701",1,327,no matching place
NJ,"Company Location: Orlando, FL Affected Employees: Woodbridge, Toms River, Wayne, Paramus",1,327,2 distinct places named
IL,"500 W. Madison Chicago, IL 60661",1,326,no matching place
NY,Douglaston,3,326,no matching place
VA,"Richmond, Mechanicsville & Midlothian VA",1,326,3 distinct places named
IL,"130 East Randolph Chicago, IL 60601-6207",1,325,no matching place
IL,"ROUTE 2 PO BOX 122 ANNA, IL 62906",1,325,no matching place
CA,CARMEL,2,321,no matching place
IL,"200 S. 4th Albion, IL 62806-1313",2,321,no matching place
MO,Cassville & Carthage,1,321,2 distinct places named
IL,"1000 SOUTH SHERMAN STREET P O BOX 250 CLINTON, IL 61727",1,320,no matching place
IL,"300 S Riverside Plz Chicago, IL 60606-6613",1,320,no matching place
KS,1910 W 21st N (4 stores in Wichita),1,320,no matching place
OH,Manfield,1,320,no matching place
VA,"Fredericksburg, Chesapeake, Newport News, Virginia Beach & Williamsburg VA",1,319,5 distinct places named
KY,Perry/Leslie,2,318,no matching place
IL,"201 EAST HAWTHORNE HARTFORD, IL 62048",1,317,no matching place
IL,"PO Box R Elwin-Mt. Zion Road Mount Zion, IL 62549",2,317,no matching place
LA,"One Fruit of the Loom Dr. Vidalia, LA 71373",2,317,no matching place
NM,Waterflow/Farming ton,4,317,2 distinct places named
CA,RANCHO SANTA MARGARI,4,316,no matching place
IL,"1848 Westphalia Strasse P.O. Box 7140 Quincy, IL 62305-7604",2,316,no matching place
IL,"South 7TH Street Lawrenceville, IL 62439",1,316,no matching place
OH,Moraine ODJFS Bureau of WIA-Rapid,1,314,no matching place
CO,Multiple locations & Local Areas,1,313,no matching place
WI,"Fitchburg, Kenosha, Madison, Middleton, Waukesha",1,313,5 distinct places named
FL,33309,2,312,no place name in the string
LA,"885 Bert Kouns Loop Shreveport, LA. 71106",1,312,no matching place
LA,"930 Tchoupitoulas New Orleans, LA 70130",1,312,no matching place
FL,32212,1,311,no place name in the string
IL,"4 Orland Square Orland Park, IL 60462",1,311,no matching place
IL,"7400 SOUTH ROCKWELL CHICAGO, IL 60629",1,311,no matching place
WI,Brown Deer and Glendale,3,311,2 distinct places named
IL,"4130 S Morgan Chicago, IL 60609",1,309,no matching place
KY,Lewis/Boone,1,309,no matching place
OH,"Columbus, Worthington",1,309,2 distinct places named
CT,Startford,2,308,no matching place
FL,SUNNY ISLES,2,307,no matching place
IL,"5885 N CHERRYVILLE LN, BOX 308 WALTONVILLE, IL 62894-0308",3,306,no matching place
IN,"Anderson, Columbus, Elkhart, Indianapolis and Marion",1,306,5 distinct places named
VA,"McLean, Woodbridge, Arlington, Fairfax VA",1,306,3 distinct places named
IL,"13323 IL Highway 133 W. Paris, IL 61944",2,305,no matching place
IL,"1600 EAST BOYTON MARION, IL 62959",2,305,no matching place
IL,"One Sprinkler Ln. Peoria, IL 61615",3,305,no matching place
AZ,multiple,1,304,no matching place
CA,La Canada Flintridge,3,304,no matching place
IL,"ONE SUN PARKWAY CRYSTAL LAKE, IL 60014",1,304,no matching place
IL,"One Sun Parkway Crystal Lake, IL 60014",1,304,no matching place
CA,STANDFORD,4,303,no matching place
UT,Provo and Springville,1,303,2 distinct places named
WA,"Federal Way, Olympia, Tacoma, Walla Walla, and Bellevue",1,303,4 distinct places named
CA,TRAVIS AFB,3,302,no matching place
LA,"41237 Hwy 22 Burnside, LA",1,302,no matching place
IL,"10231 SUGAR CREEK P O BOX 1300 BENTON, IL 62812-4332",1,300,no matching place
IL,"3101 Highway 3 Granite City Business Unit Granite City, IL 62040",1,300,no matching place
IL,"3946 S. HALSTED CHICAGO, IL 60606",1,300,no matching place
IL,"5 Industrial Loop Hannibal, MO 63401",1,300,no matching place
IL,"861 S. State Lincoln, IL 62656",1,300,no matching place
IL,"9301 South Kreter chicago, IL 60617",1,300,no matching place
IL,"GLENVIEW NAVAL AIR STATION GLENVIEW, IL 60026",1,300,no matching place
IL,"N 27TH St & E Pershing Rd Decatur, IL 62525",1,300,no matching place
IL,"W Lake Ave Glenview, IL 60025",1,300,no matching place
KY,"Letcher , Pike",4,300,no matching place
MI,"Shelby Township, Michigan; Sterling Heights, Michigan, Washington Township, Michigan",1,300,2 distinct places named
WI,Milwaukiee,1,300,no matching place
GA,Pine Mountain Vally,1,298,no matching place
IL,"One John Deere Place Moline, IL 61265",1,298,no matching place
IL,"1400 South Laramie Cicero, IL 60804",1,297,no matching place
MD,"7458 New Ridge Road Hanover, MD 21076",2,297,no matching place
TX,Kingwood,3,296,no matching place
CT,"Manchester, Enfield, Milford, North Haven",1,295,3 distinct places named
CA,Pacific Palisades,7,294,no matching place
IL,"8401 NORTH UNIVERSITY PEORIA, IL 61650",1,294,no matching place
LA,"Highway 5 North Logansport, LA 71059",1,294,no matching place
PA,"Lehigh, Northampton, Cumberland, York and Luzerne",1,294,3 distinct places named
AZ,Tuscon,2,293,no matching place
CA,China Lake,1,293,no matching place
CA,MOFFETT FIELD,4,293,no matching place
IN,GoshenElkhart,1,293,no matching place
VA,Hurley VA,7,293,no matching place
VA,Wallops Island VA,2,292,no matching place
FL,33134,2,291,no place name in the string
IL,"6409 W. Smithville Bartonville, IL 61607",1,291,no matching place
LA,"1229 NE Evangeline Trwy Lafayette, LA 70501",1,291,no matching place
MA,"Waltham, Boston",2,291,2 distinct places named
VA,"Alexandria, Arlington, Ashburn, Centreville, Fairfax & Gainesville VA",1,291,6 distinct places named
IL,"12429 South Burley Chicago, IL 60606",1,290,no matching place
IL,"3501 S. Laramie multiple additional locations Stickney, IL 60402",1,290,no matching place
IL,"444 N. Commerce Suite 100 Aurora, IL 60504",1,290,no matching place
NC,Winston,2,290,no matching place
LA,"3925 Highway 190 West Hammond, LA 70401",1,288,no matching place
NJ,Multiple Locations - NJ,2,288,no matching place
IL,"11535 SOUTH CENTRAL ALSIP, IL 60458",1,287,no matching place
MA,"Woburn, MA, Boston",5,287,2 distinct places named
NY,Woodside,6,287,no matching place
OH,Multiple Counties,2,287,no matching place
IL,"41 US Route 30 Rock Falls, IL 61071",1,286,no matching place
TN,"Blount, Knox, Monroe, and Sevier County",1,286,no matching place
IL,"ST CLAIR-RANDOLPH COUNTY ROAD MARISSA, IL 62257",1,285,no matching place
MI,Delta Twp.,1,285,no matching place
NY,"Bronx, Brooklyn,NYC",1,285,no matching place
OR,"Lewisville, TX",1,285,no matching place
CT,"75 Gerber Road East South Windsor, CT 06074",1,282,no matching place
LA,"Trinity Marine Products 7555 Choctaw Road Brusly, LA",1,282,no matching place
VA,"Henrico, Glen Allen, Chester & Chesapeake VA",1,282,3 distinct places named
WA,"Seattle, Des Moines",1,282,2 distinct places named
FL,33014,3,281,no place name in the string
VA,"Alexandria, Sterling, Warrenton & Winchester VA",1,281,4 distinct places named
GA,Social Cirlce,1,280,no matching place
FL,32901,2,279,no place name in the string
IL,"18033 County Road 500E Dahlgren, IL 62828-4294",2,279,no matching place
WI,"Marshfield, Stevens Point, Neillsville",1,279,3 distinct places named
WI,"New Berlin, Muskego, Brookfield",1,279,3 distinct places named
IL,"808 S Kedzie Chicago, IL 60612",1,278,no matching place
IN,"Indianapolis, Anderson, Logansport, Martinsville, and Richmond",1,277,5 distinct places named
AL,Vienna,1,276,no matching place
CO,Multi area,2,276,no matching place
IL,"5126 Forest Hills Ct., 10104 Forest Hills Rd. 7989 Crest Hills Rd. Loves Part, IL 61111",1,276,no matching place
IL,"835 N Michigan Ave Lobby 5 Chicago, IL 60611-2146",1,276,no matching place
NY,Fresh Meadows,3,276,no matching place
IL,"266 EAST GATE DRVIE DANVILLE, IL 61832",1,275,no matching place
IL,"WILL COUNTY GENERATING STATION 529 EAST ROMEO ROAD ROMEOVILLE, IL 60441",1,275,no matching place
NC,1800 Conover Blvd E Conover,1,275,no matching place
IL,"ROUTE TWO PO BOX 20 FREEBURG, IL 62243",1,274,no matching place
WI,"Baraboo, Black River Falls, Wittenberg",1,274,3 distinct places named
GA,Eastanollee,2,273,no matching place
IL,"25 NORTHWEST POINT BLVD ELK GROVE VILLGE, IL 60007",1,273,no matching place
IL,"Rock Island Arsenal Rock Island, IL 61299-0001",1,272,no matching place
IL,"20 S RT 45 # 2A FRANKFORT, IL 60604",1,271,no matching place
IL,"One Bake Line Plaza Des Plaines, IL 60016",1,271,no matching place
NJ,Pedtricktown,1,271,no matching place
IL,"locations in Deerfield, Northbrook, Lincolnshire, Bannockburn, Mt. Prospect, & 104 Wilmot Rd., Deerfield, IL 60015",1,270,5 distinct places named
NJ,MONROE,3,270,no matching place
OK,Appleton,2,270,no matching place
IL,"7614 N 900 Blvd 7088 E 400 Rd Mt. Carmel, IL 62863",1,269,no matching place
IL,"RT. 51, PO BOX 271 CLINTON, IL 61727",1,268,no matching place
CO,ADW,5,267,no matching place
GA,Los Angeles,2,267,no matching place
MA,"Lowell, Peabody, Tyngsboro & Methuen",1,266,3 distinct places named
IN,Goshen Howe,1,265,no matching place
IL,"2000 Lucent Lane - Naperville 2701 Lucent Lane - Lisle Naperville, IL 60563-1443",1,263,no matching place
IL,"4243 W OGDEN AVENUE 2407 KOLIN AVENUE CHICAGO, IL 60633",1,263,no matching place
IN,"Carmel, Clarksville and Indianapolis",1,263,3 distinct places named
OH,Valley View,2,263,name matches more than one place
NJ,"Company Location: Hudson, OH Affected Employees: Atlantic, Bergen, Burlington, Camden, Gloucester, Mercer, Middlesex, Monmouth, Morris, and Ocean Counties",1,262,4 distinct places named
